regions,Municipalitys,year,gender,numberOfPeople
BLEKINGE,KARLSHAMN,2010,Kvinna,93
BLEKINGE,KARLSHAMN,2010,Man,188
BLEKINGE,KARLSKRONA,2010,Kvinna,145
BLEKINGE,KARLSKRONA,2010,Man,316
BLEKINGE,OLOFSTROM,2010,Kvinna,32
BLEKINGE,OLOFSTROM,2010,Man,78
BLEKINGE,RONNEBY,2010,Kvinna,105
BLEKINGE,RONNEBY,2010,Man,213
BLEKINGE,SOLVESBORG,2010,Kvinna,58
BLEKINGE,SOLVESBORG,2010,Man,136
DALARNA,AVESTA,2010,Kvinna,95
DALARNA,AVESTA,2010,Man,192
DALARNA,BORLANGE,2010,Kvinna,190
DALARNA,BORLANGE,2010,Man,328
DALARNA,FALUN,2010,Kvinna,149
DALARNA,FALUN,2010,Man,287
DALARNA,GAGNEF,2010,Kvinna,30
DALARNA,GAGNEF,2010,Man,56
DALARNA,HEDEMORA,2010,Kvinna,64
DALARNA,HEDEMORA,2010,Man,92
DALARNA,LEKSAND,2010,Kvinna,41
DALARNA,LEKSAND,2010,Man,77
DALARNA,LUDVIKA,2010,Kvinna,102
DALARNA,LUDVIKA,2010,Man,215
DALARNA,MALUNG-SALEN,2010,Kvinna,21
DALARNA,MALUNG-SALEN,2010,Man,72
DALARNA,MORA,2010,Kvinna,49
DALARNA,MORA,2010,Man,116
DALARNA,ORSA,2010,Kvinna,13
DALARNA,ORSA,2010,Man,59
DALARNA,RATTVIK,2010,Kvinna,34
DALARNA,RATTVIK,2010,Man,70
DALARNA,SMEDJEBACKEN,2010,Kvinna,43
DALARNA,SMEDJEBACKEN,2010,Man,85
DALARNA,SATER,2010,Kvinna,32
DALARNA,SATER,2010,Man,70
DALARNA,VANSBRO,2010,Kvinna,22
DALARNA,VANSBRO,2010,Man,50
DALARNA,ALVDALEN,2010,Kvinna,26
DALARNA,ALVDALEN,2010,Man,59
GOTLAND,GOTLAND,2010,Kvinna,211
GOTLAND,GOTLAND,2010,Man,408
GAVLEBORG,BOLLNAS,2010,Kvinna,74
GAVLEBORG,BOLLNAS,2010,Man,199
GAVLEBORG,GAVLE,2010,Kvinna,276
GAVLEBORG,GAVLE,2010,Man,594
GAVLEBORG,HOFORS,2010,Kvinna,27
GAVLEBORG,HOFORS,2010,Man,67
GAVLEBORG,HUDIKSVALL,2010,Kvinna,153
GAVLEBORG,HUDIKSVALL,2010,Man,308
GAVLEBORG,LJUSDAL,2010,Kvinna,76
GAVLEBORG,LJUSDAL,2010,Man,148
GAVLEBORG,NORDANSTIG,2010,Kvinna,45
GAVLEBORG,NORDANSTIG,2010,Man,110
GAVLEBORG,OCKELBO,2010,Kvinna,26
GAVLEBORG,OCKELBO,2010,Man,54
GAVLEBORG,OVANAKER,2010,Kvinna,35
GAVLEBORG,OVANAKER,2010,Man,57
GAVLEBORG,SANDVIKEN,2010,Kvinna,149
GAVLEBORG,SANDVIKEN,2010,Man,260
GAVLEBORG,SODERHAMN,2010,Kvinna,123
GAVLEBORG,SODERHAMN,2010,Man,238
HALLAND,FALKENBERG,2010,Kvinna,109
HALLAND,FALKENBERG,2010,Man,183
HALLAND,HALMSTAD,2010,Kvinna,207
HALLAND,HALMSTAD,2010,Man,417
HALLAND,HYLTE,2010,Kvinna,26
HALLAND,HYLTE,2010,Man,59
HALLAND,KUNGSBACKA,2010,Kvinna,104
HALLAND,KUNGSBACKA,2010,Man,271
HALLAND,LAHOLM,2010,Kvinna,83
HALLAND,LAHOLM,2010,Man,169
HALLAND,VARBERG,2010,Kvinna,106
HALLAND,VARBERG,2010,Man,225
JAMTLAND,BERG,2010,Kvinna,23
JAMTLAND,BERG,2010,Man,69
JAMTLAND,BRACKE,2010,Kvinna,30
JAMTLAND,BRACKE,2010,Man,67
JAMTLAND,HARJEDALEN,2010,Kvinna,36
JAMTLAND,HARJEDALEN,2010,Man,94
JAMTLAND,KROKOM,2010,Kvinna,34
JAMTLAND,KROKOM,2010,Man,82
JAMTLAND,RAGUNDA,2010,Kvinna,22
JAMTLAND,RAGUNDA,2010,Man,53
JAMTLAND,STROMSUND,2010,Kvinna,45
JAMTLAND,STROMSUND,2010,Man,100
JAMTLAND,ARE,2010,Kvinna,33
JAMTLAND,ARE,2010,Man,83
JAMTLAND,OSTERSUND,2010,Kvinna,134
JAMTLAND,OSTERSUND,2010,Man,323
JONKOPING,ANEBY,2010,Kvinna,22
JONKOPING,ANEBY,2010,Man,54
JONKOPING,EKSJO,2010,Kvinna,60
JONKOPING,EKSJO,2010,Man,91
JONKOPING,GISLAVED,2010,Kvinna,64
JONKOPING,GISLAVED,2010,Man,164
JONKOPING,GNOSJO,2010,Kvinna,19
JONKOPING,GNOSJO,2010,Man,57
JONKOPING,HABO,2010,Kvinna,13
JONKOPING,HABO,2010,Man,36
JONKOPING,JONKOPING,2010,Kvinna,264
JONKOPING,JONKOPING,2010,Man,579
JONKOPING,MULLSJO,2010,Kvinna,28
JONKOPING,MULLSJO,2010,Man,57
JONKOPING,NASSJO,2010,Kvinna,88
JONKOPING,NASSJO,2010,Man,174
JONKOPING,SAVSJO,2010,Kvinna,27
JONKOPING,SAVSJO,2010,Man,54
JONKOPING,TRANAS,2010,Kvinna,61
JONKOPING,TRANAS,2010,Man,113
JONKOPING,VAGGERYD,2010,Kvinna,28
JONKOPING,VAGGERYD,2010,Man,65
JONKOPING,VETLANDA,2010,Kvinna,84
JONKOPING,VETLANDA,2010,Man,149
JONKOPING,VARNAMO,2010,Kvinna,58
JONKOPING,VARNAMO,2010,Man,136
KALMAR,BORGHOLM,2010,Kvinna,38
KALMAR,BORGHOLM,2010,Man,100
KALMAR,EMMABODA,2010,Kvinna,40
KALMAR,EMMABODA,2010,Man,61
KALMAR,HULTSFRED,2010,Kvinna,78
KALMAR,HULTSFRED,2010,Man,138
KALMAR,HOGSBY,2010,Kvinna,42
KALMAR,HOGSBY,2010,Man,65
KALMAR,KALMAR,2010,Kvinna,155
KALMAR,KALMAR,2010,Man,351
KALMAR,MONSTERAS,2010,Kvinna,50
KALMAR,MONSTERAS,2010,Man,86
KALMAR,MORBYLANGA,2010,Kvinna,31
KALMAR,MORBYLANGA,2010,Man,56
KALMAR,NYBRO,2010,Kvinna,68
KALMAR,NYBRO,2010,Man,134
KALMAR,OSKARSHAMN,2010,Kvinna,63
KALMAR,OSKARSHAMN,2010,Man,118
KALMAR,TORSAS,2010,Kvinna,29
KALMAR,TORSAS,2010,Man,61
KALMAR,VIMMERBY,2010,Kvinna,46
KALMAR,VIMMERBY,2010,Man,71
KALMAR,VASTERVIK,2010,Kvinna,111
KALMAR,VASTERVIK,2010,Man,291
KRONOBERG,ALVESTA,2010,Kvinna,49
KRONOBERG,ALVESTA,2010,Man,85
KRONOBERG,LESSEBO,2010,Kvinna,30
KRONOBERG,LESSEBO,2010,Man,48
KRONOBERG,LJUNGBY,2010,Kvinna,43
KRONOBERG,LJUNGBY,2010,Man,115
KRONOBERG,MARKARYD,2010,Kvinna,36
KRONOBERG,MARKARYD,2010,Man,69
KRONOBERG,TINGSRYD,2010,Kvinna,34
KRONOBERG,TINGSRYD,2010,Man,72
KRONOBERG,UPPVIDINGE,2010,Kvinna,21
KRONOBERG,UPPVIDINGE,2010,Man,61
KRONOBERG,VAXJO,2010,Kvinna,146
KRONOBERG,VAXJO,2010,Man,301
KRONOBERG,ALMHULT,2010,Kvinna,37
KRONOBERG,ALMHULT,2010,Man,60
NORRBOTTEN,ARJEPLOG,2010,Kvinna,5
NORRBOTTEN,ARJEPLOG,2010,Man,23
NORRBOTTEN,ARVIDSJAUR,2010,Kvinna,17
NORRBOTTEN,ARVIDSJAUR,2010,Man,36
NORRBOTTEN,BODEN,2010,Kvinna,111
NORRBOTTEN,BODEN,2010,Man,241
NORRBOTTEN,GALLIVARE,2010,Kvinna,72
NORRBOTTEN,GALLIVARE,2010,Man,120
NORRBOTTEN,HAPARANDA,2010,Kvinna,31
NORRBOTTEN,HAPARANDA,2010,Man,100
NORRBOTTEN,JOKKMOKK,2010,Kvinna,26
NORRBOTTEN,JOKKMOKK,2010,Man,52
NORRBOTTEN,KALIX,2010,Kvinna,53
NORRBOTTEN,KALIX,2010,Man,134
NORRBOTTEN,KIRUNA,2010,Kvinna,50
NORRBOTTEN,KIRUNA,2010,Man,122
NORRBOTTEN,LULEA,2010,Kvinna,219
NORRBOTTEN,LULEA,2010,Man,388
NORRBOTTEN,PAJALA,2010,Kvinna,9
NORRBOTTEN,PAJALA,2010,Man,43
NORRBOTTEN,PITEA,2010,Kvinna,111
NORRBOTTEN,PITEA,2010,Man,213
NORRBOTTEN,ALVSBYN,2010,Kvinna,24
NORRBOTTEN,ALVSBYN,2010,Man,55
NORRBOTTEN,OVERKALIX,2010,Kvinna,9
NORRBOTTEN,OVERKALIX,2010,Man,52
NORRBOTTEN,OVERTORNEA,2010,Kvinna,10
NORRBOTTEN,OVERTORNEA,2010,Man,33
OVRIGT,SAKNAS,2010,Kvinna,614
OVRIGT,SAKNAS,2010,Man,2910
SKANE,BJUV,2010,Kvinna,86
SKANE,BJUV,2010,Man,137
SKANE,BROMOLLA,2010,Kvinna,35
SKANE,BROMOLLA,2010,Man,89
SKANE,BURLOV,2010,Kvinna,62
SKANE,BURLOV,2010,Man,114
SKANE,BASTAD,2010,Kvinna,35
SKANE,BASTAD,2010,Man,75
SKANE,ESLOV,2010,Kvinna,119
SKANE,ESLOV,2010,Man,226
SKANE,HELSINGBORG,2010,Kvinna,443
SKANE,HELSINGBORG,2010,Man,903
SKANE,HASSLEHOLM,2010,Kvinna,170
SKANE,HASSLEHOLM,2010,Man,354
SKANE,HOGANAS,2010,Kvinna,51
SKANE,HOGANAS,2010,Man,114
SKANE,HORBY,2010,Kvinna,71
SKANE,HORBY,2010,Man,135
SKANE,HOOR,2010,Kvinna,55
SKANE,HOOR,2010,Man,108
SKANE,KLIPPAN,2010,Kvinna,99
SKANE,KLIPPAN,2010,Man,201
SKANE,KRISTIANSTAD,2010,Kvinna,244
SKANE,KRISTIANSTAD,2010,Man,500
SKANE,KAVLINGE,2010,Kvinna,71
SKANE,KAVLINGE,2010,Man,99
SKANE,LANDSKRONA,2010,Kvinna,233
SKANE,LANDSKRONA,2010,Man,430
SKANE,LOMMA,2010,Kvinna,11
SKANE,LOMMA,2010,Man,52
SKANE,LUND,2010,Kvinna,145
SKANE,LUND,2010,Man,334
SKANE,MALMO,2010,Kvinna,858
SKANE,MALMO,2010,Man,1984
SKANE,OSBY,2010,Kvinna,48
SKANE,OSBY,2010,Man,83
SKANE,PERSTORP,2010,Kvinna,55
SKANE,PERSTORP,2010,Man,83
SKANE,SIMRISHAMN,2010,Kvinna,67
SKANE,SIMRISHAMN,2010,Man,178
SKANE,SJOBO,2010,Kvinna,126
SKANE,SJOBO,2010,Man,198
SKANE,SKURUP,2010,Kvinna,81
SKANE,SKURUP,2010,Man,133
SKANE,STAFFANSTORP,2010,Kvinna,56
SKANE,STAFFANSTORP,2010,Man,96
SKANE,SVALOV,2010,Kvinna,76
SKANE,SVALOV,2010,Man,150
SKANE,SVEDALA,2010,Kvinna,28
SKANE,SVEDALA,2010,Man,77
SKANE,TOMELILLA,2010,Kvinna,68
SKANE,TOMELILLA,2010,Man,132
SKANE,TRELLEBORG,2010,Kvinna,178
SKANE,TRELLEBORG,2010,Man,311
SKANE,VELLINGE,2010,Kvinna,31
SKANE,VELLINGE,2010,Man,95
SKANE,YSTAD,2010,Kvinna,79
SKANE,YSTAD,2010,Man,175
SKANE,ASTORP,2010,Kvinna,85
SKANE,ASTORP,2010,Man,131
SKANE,ANGELHOLM,2010,Kvinna,94
SKANE,ANGELHOLM,2010,Man,168
SKANE,ORKELLJUNGA,2010,Kvinna,46
SKANE,ORKELLJUNGA,2010,Man,94
SKANE,OSTRA GOINGE,2010,Kvinna,69
SKANE,OSTRA GOINGE,2010,Man,131
STOCKHOLM,BOTKYRKA,2010,Kvinna,215
STOCKHOLM,BOTKYRKA,2010,Man,517
STOCKHOLM,DANDERYD,2010,Kvinna,18
STOCKHOLM,DANDERYD,2010,Man,64
STOCKHOLM,EKERO,2010,Kvinna,43
STOCKHOLM,EKERO,2010,Man,99
STOCKHOLM,HANINGE,2010,Kvinna,267
STOCKHOLM,HANINGE,2010,Man,558
STOCKHOLM,HUDDINGE,2010,Kvinna,232
STOCKHOLM,HUDDINGE,2010,Man,594
STOCKHOLM,JARFALLA,2010,Kvinna,114
STOCKHOLM,JARFALLA,2010,Man,245
STOCKHOLM,LIDINGO,2010,Kvinna,47
STOCKHOLM,LIDINGO,2010,Man,148
STOCKHOLM,NACKA,2010,Kvinna,113
STOCKHOLM,NACKA,2010,Man,302
STOCKHOLM,NORRTALJE,2010,Kvinna,188
STOCKHOLM,NORRTALJE,2010,Man,425
STOCKHOLM,NYKVARN,2010,Kvinna,9
STOCKHOLM,NYKVARN,2010,Man,53
STOCKHOLM,NYNASHAMN,2010,Kvinna,86
STOCKHOLM,NYNASHAMN,2010,Man,197
STOCKHOLM,SALEM,2010,Kvinna,34
STOCKHOLM,SALEM,2010,Man,74
STOCKHOLM,SIGTUNA,2010,Kvinna,136
STOCKHOLM,SIGTUNA,2010,Man,288
STOCKHOLM,SOLLENTUNA,2010,Kvinna,80
STOCKHOLM,SOLLENTUNA,2010,Man,223
STOCKHOLM,SOLNA,2010,Kvinna,115
STOCKHOLM,SOLNA,2010,Man,334
STOCKHOLM,STOCKHOLM,2010,Kvinna,1719
STOCKHOLM,STOCKHOLM,2010,Man,5296
STOCKHOLM,SUNDBYBERG,2010,Kvinna,79
STOCKHOLM,SUNDBYBERG,2010,Man,282
STOCKHOLM,SODERTALJE,2010,Kvinna,347
STOCKHOLM,SODERTALJE,2010,Man,759
STOCKHOLM,TYRESO,2010,Kvinna,81
STOCKHOLM,TYRESO,2010,Man,201
STOCKHOLM,TABY,2010,Kvinna,54
STOCKHOLM,TABY,2010,Man,135
STOCKHOLM,UPPLANDS VASBY,2010,Kvinna,79
STOCKHOLM,UPPLANDS VASBY,2010,Man,168
STOCKHOLM,UPPLANDS-BRO,2010,Kvinna,60
STOCKHOLM,UPPLANDS-BRO,2010,Man,148
STOCKHOLM,VALLENTUNA,2010,Kvinna,46
STOCKHOLM,VALLENTUNA,2010,Man,148
STOCKHOLM,VAXHOLM,2010,Kvinna,12
STOCKHOLM,VAXHOLM,2010,Man,50
STOCKHOLM,VARMDO,2010,Kvinna,68
STOCKHOLM,VARMDO,2010,Man,217
STOCKHOLM,OSTERAKER,2010,Kvinna,56
STOCKHOLM,OSTERAKER,2010,Man,194
SODERMANLAND,ESKILSTUNA,2010,Kvinna,339
SODERMANLAND,ESKILSTUNA,2010,Man,709
SODERMANLAND,FLEN,2010,Kvinna,77
SODERMANLAND,FLEN,2010,Man,140
SODERMANLAND,GNESTA,2010,Kvinna,40
SODERMANLAND,GNESTA,2010,Man,73
SODERMANLAND,KATRINEHOLM,2010,Kvinna,115
SODERMANLAND,KATRINEHOLM,2010,Man,205
SODERMANLAND,NYKOPING,2010,Kvinna,139
SODERMANLAND,NYKOPING,2010,Man,276
SODERMANLAND,OXELOSUND,2010,Kvinna,48
SODERMANLAND,OXELOSUND,2010,Man,89
SODERMANLAND,STRANGNAS,2010,Kvinna,115
SODERMANLAND,STRANGNAS,2010,Man,214
SODERMANLAND,TROSA,2010,Kvinna,29
SODERMANLAND,TROSA,2010,Man,58
SODERMANLAND,VINGAKER,2010,Kvinna,40
SODERMANLAND,VINGAKER,2010,Man,77
UPPSALA,ENKOPING,2010,Kvinna,114
UPPSALA,ENKOPING,2010,Man,268
UPPSALA,HEBY,2010,Kvinna,62
UPPSALA,HEBY,2010,Man,109
UPPSALA,HABO,2010,Kvinna,44
UPPSALA,HABO,2010,Man,128
UPPSALA,KNIVSTA,2010,Kvinna,29
UPPSALA,KNIVSTA,2010,Man,69
UPPSALA,TIERP,2010,Kvinna,115
UPPSALA,TIERP,2010,Man,187
UPPSALA,UPPSALA,2010,Kvinna,320
UPPSALA,UPPSALA,2010,Man,772
UPPSALA,ALVKARLEBY,2010,Kvinna,42
UPPSALA,ALVKARLEBY,2010,Man,66
UPPSALA,OSTHAMMAR,2010,Kvinna,60
UPPSALA,OSTHAMMAR,2010,Man,130
VARMLAND,ARVIKA,2010,Kvinna,111
VARMLAND,ARVIKA,2010,Man,197
VARMLAND,EDA,2010,Kvinna,33
VARMLAND,EDA,2010,Man,87
VARMLAND,FILIPSTAD,2010,Kvinna,51
VARMLAND,FILIPSTAD,2010,Man,140
VARMLAND,FORSHAGA,2010,Kvinna,70
VARMLAND,FORSHAGA,2010,Man,90
VARMLAND,GRUMS,2010,Kvinna,60
VARMLAND,GRUMS,2010,Man,97
VARMLAND,HAGFORS,2010,Kvinna,62
VARMLAND,HAGFORS,2010,Man,99
VARMLAND,HAMMARO,2010,Kvinna,26
VARMLAND,HAMMARO,2010,Man,78
VARMLAND,KARLSTAD,2010,Kvinna,258
VARMLAND,KARLSTAD,2010,Man,525
VARMLAND,KIL,2010,Kvinna,49
VARMLAND,KIL,2010,Man,92
VARMLAND,KRISTINEHAMN,2010,Kvinna,124
VARMLAND,KRISTINEHAMN,2010,Man,230
VARMLAND,MUNKFORS,2010,Kvinna,19
VARMLAND,MUNKFORS,2010,Man,54
VARMLAND,STORFORS,2010,Kvinna,28
VARMLAND,STORFORS,2010,Man,54
VARMLAND,SUNNE,2010,Kvinna,43
VARMLAND,SUNNE,2010,Man,73
VARMLAND,SAFFLE,2010,Kvinna,58
VARMLAND,SAFFLE,2010,Man,110
VARMLAND,TORSBY,2010,Kvinna,40
VARMLAND,TORSBY,2010,Man,115
VARMLAND,ARJANG,2010,Kvinna,32
VARMLAND,ARJANG,2010,Man,73
VASTERBOTTEN,BJURHOLM,2010,Kvinna,7
VASTERBOTTEN,BJURHOLM,2010,Man,18
VASTERBOTTEN,DOROTEA,2010,Kvinna,5
VASTERBOTTEN,DOROTEA,2010,Man,12
VASTERBOTTEN,LYCKSELE,2010,Kvinna,39
VASTERBOTTEN,LYCKSELE,2010,Man,79
VASTERBOTTEN,MALA,2010,Kvinna,3
VASTERBOTTEN,MALA,2010,Man,13
VASTERBOTTEN,NORDMALING,2010,Kvinna,31
VASTERBOTTEN,NORDMALING,2010,Man,56
VASTERBOTTEN,NORSJO,2010,Kvinna,15
VASTERBOTTEN,NORSJO,2010,Man,20
VASTERBOTTEN,ROBERTSFORS,2010,Kvinna,22
VASTERBOTTEN,ROBERTSFORS,2010,Man,38
VASTERBOTTEN,SKELLEFTEA,2010,Kvinna,130
VASTERBOTTEN,SKELLEFTEA,2010,Man,321
VASTERBOTTEN,SORSELE,2010,Kvinna,8
VASTERBOTTEN,SORSELE,2010,Man,18
VASTERBOTTEN,STORUMAN,2010,Kvinna,20
VASTERBOTTEN,STORUMAN,2010,Man,42
VASTERBOTTEN,UMEA,2010,Kvinna,167
VASTERBOTTEN,UMEA,2010,Man,407
VASTERBOTTEN,VILHELMINA,2010,Kvinna,19
VASTERBOTTEN,VILHELMINA,2010,Man,41
VASTERBOTTEN,VINDELN,2010,Kvinna,14
VASTERBOTTEN,VINDELN,2010,Man,34
VASTERBOTTEN,VANNAS,2010,Kvinna,26
VASTERBOTTEN,VANNAS,2010,Man,46
VASTERBOTTEN,ASELE,2010,Kvinna,8
VASTERBOTTEN,ASELE,2010,Man,26
VASTERNORRLAND,HARNOSAND,2010,Kvinna,80
VASTERNORRLAND,HARNOSAND,2010,Man,166
VASTERNORRLAND,KRAMFORS,2010,Kvinna,94
VASTERNORRLAND,KRAMFORS,2010,Man,223
VASTERNORRLAND,SOLLEFTEA,2010,Kvinna,92
VASTERNORRLAND,SOLLEFTEA,2010,Man,178
VASTERNORRLAND,SUNDSVALL,2010,Kvinna,358
VASTERNORRLAND,SUNDSVALL,2010,Man,685
VASTERNORRLAND,TIMRA,2010,Kvinna,71
VASTERNORRLAND,TIMRA,2010,Man,147
VASTERNORRLAND,ANGE,2010,Kvinna,45
VASTERNORRLAND,ANGE,2010,Man,100
VASTERNORRLAND,ORNSKOLDSVIK,2010,Kvinna,112
VASTERNORRLAND,ORNSKOLDSVIK,2010,Man,254
VASTMANLAND,ARBOGA,2010,Kvinna,51
VASTMANLAND,ARBOGA,2010,Man,112
VASTMANLAND,FAGERSTA,2010,Kvinna,51
VASTMANLAND,FAGERSTA,2010,Man,108
VASTMANLAND,HALLSTAHAMMAR,2010,Kvinna,46
VASTMANLAND,HALLSTAHAMMAR,2010,Man,107
VASTMANLAND,KUNGSOR,2010,Kvinna,39
VASTMANLAND,KUNGSOR,2010,Man,65
VASTMANLAND,KOPING,2010,Kvinna,88
VASTMANLAND,KOPING,2010,Man,197
VASTMANLAND,NORBERG,2010,Kvinna,38
VASTMANLAND,NORBERG,2010,Man,79
VASTMANLAND,SALA,2010,Kvinna,91
VASTMANLAND,SALA,2010,Man,163
VASTMANLAND,SKINNSKATTEBERG,2010,Kvinna,30
VASTMANLAND,SKINNSKATTEBERG,2010,Man,58
VASTMANLAND,SURAHAMMAR,2010,Kvinna,47
VASTMANLAND,SURAHAMMAR,2010,Man,80
VASTMANLAND,VASTERAS,2010,Kvinna,367
VASTMANLAND,VASTERAS,2010,Man,789
VASTRA GOTALAND,ALE,2010,Kvinna,71
VASTRA GOTALAND,ALE,2010,Man,152
VASTRA GOTALAND,ALINGSAS,2010,Kvinna,86
VASTRA GOTALAND,ALINGSAS,2010,Man,168
VASTRA GOTALAND,BENGTSFORS,2010,Kvinna,39
VASTRA GOTALAND,BENGTSFORS,2010,Man,67
VASTRA GOTALAND,BOLLEBYGD,2010,Kvinna,19
VASTRA GOTALAND,BOLLEBYGD,2010,Man,51
VASTRA GOTALAND,BORAS,2010,Kvinna,281
VASTRA GOTALAND,BORAS,2010,Man,657
VASTRA GOTALAND,DALS-ED,2010,Kvinna,12
VASTRA GOTALAND,DALS-ED,2010,Man,27
VASTRA GOTALAND,ESSUNGA,2010,Kvinna,31
VASTRA GOTALAND,ESSUNGA,2010,Man,62
VASTRA GOTALAND,FALKOPING,2010,Kvinna,103
VASTRA GOTALAND,FALKOPING,2010,Man,194
VASTRA GOTALAND,FARGELANDA,2010,Kvinna,36
VASTRA GOTALAND,FARGELANDA,2010,Man,62
VASTRA GOTALAND,GRASTORP,2010,Kvinna,20
VASTRA GOTALAND,GRASTORP,2010,Man,43
VASTRA GOTALAND,GULLSPANG,2010,Kvinna,28
VASTRA GOTALAND,GULLSPANG,2010,Man,46
VASTRA GOTALAND,GOTEBORG,2010,Kvinna,1311
VASTRA GOTALAND,GOTEBORG,2010,Man,3189
VASTRA GOTALAND,GOTENE,2010,Kvinna,28
VASTRA GOTALAND,GOTENE,2010,Man,69
VASTRA GOTALAND,HERRLJUNGA,2010,Kvinna,36
VASTRA GOTALAND,HERRLJUNGA,2010,Man,62
VASTRA GOTALAND,HJO,2010,Kvinna,27
VASTRA GOTALAND,HJO,2010,Man,61
VASTRA GOTALAND,HARRYDA,2010,Kvinna,70
VASTRA GOTALAND,HARRYDA,2010,Man,143
VASTRA GOTALAND,KARLSBORG,2010,Kvinna,27
VASTRA GOTALAND,KARLSBORG,2010,Man,33
VASTRA GOTALAND,KUNGALV,2010,Kvinna,53
VASTRA GOTALAND,KUNGALV,2010,Man,156
VASTRA GOTALAND,LERUM,2010,Kvinna,74
VASTRA GOTALAND,LERUM,2010,Man,133
VASTRA GOTALAND,LIDKOPING,2010,Kvinna,86
VASTRA GOTALAND,LIDKOPING,2010,Man,157
VASTRA GOTALAND,LILLA EDET,2010,Kvinna,69
VASTRA GOTALAND,LILLA EDET,2010,Man,122
VASTRA GOTALAND,LYSEKIL,2010,Kvinna,50
VASTRA GOTALAND,LYSEKIL,2010,Man,104
VASTRA GOTALAND,MARIESTAD,2010,Kvinna,64
VASTRA GOTALAND,MARIESTAD,2010,Man,137
VASTRA GOTALAND,MARK,2010,Kvinna,105
VASTRA GOTALAND,MARK,2010,Man,212
VASTRA GOTALAND,MELLERUD,2010,Kvinna,31
VASTRA GOTALAND,MELLERUD,2010,Man,70
VASTRA GOTALAND,MUNKEDAL,2010,Kvinna,43
VASTRA GOTALAND,MUNKEDAL,2010,Man,89
VASTRA GOTALAND,MOLNDAL,2010,Kvinna,124
VASTRA GOTALAND,MOLNDAL,2010,Man,346
VASTRA GOTALAND,ORUST,2010,Kvinna,46
VASTRA GOTALAND,ORUST,2010,Man,118
VASTRA GOTALAND,PARTILLE,2010,Kvinna,77
VASTRA GOTALAND,PARTILLE,2010,Man,150
VASTRA GOTALAND,SKARA,2010,Kvinna,67
VASTRA GOTALAND,SKARA,2010,Man,121
VASTRA GOTALAND,SKOVDE,2010,Kvinna,86
VASTRA GOTALAND,SKOVDE,2010,Man,213
VASTRA GOTALAND,SOTENAS,2010,Kvinna,35
VASTRA GOTALAND,SOTENAS,2010,Man,61
VASTRA GOTALAND,STENUNGSUND,2010,Kvinna,51
VASTRA GOTALAND,STENUNGSUND,2010,Man,106
VASTRA GOTALAND,STROMSTAD,2010,Kvinna,26
VASTRA GOTALAND,STROMSTAD,2010,Man,76
VASTRA GOTALAND,SVENLJUNGA,2010,Kvinna,43
VASTRA GOTALAND,SVENLJUNGA,2010,Man,83
VASTRA GOTALAND,TANUM,2010,Kvinna,31
VASTRA GOTALAND,TANUM,2010,Man,74
VASTRA GOTALAND,TIBRO,2010,Kvinna,22
VASTRA GOTALAND,TIBRO,2010,Man,59
VASTRA GOTALAND,TIDAHOLM,2010,Kvinna,49
VASTRA GOTALAND,TIDAHOLM,2010,Man,91
VASTRA GOTALAND,TJORN,2010,Kvinna,36
VASTRA GOTALAND,TJORN,2010,Man,69
VASTRA GOTALAND,TRANEMO,2010,Kvinna,28
VASTRA GOTALAND,TRANEMO,2010,Man,62
VASTRA GOTALAND,TROLLHATTAN,2010,Kvinna,126
VASTRA GOTALAND,TROLLHATTAN,2010,Man,242
VASTRA GOTALAND,TOREBODA,2010,Kvinna,58
VASTRA GOTALAND,TOREBODA,2010,Man,111
VASTRA GOTALAND,UDDEVALLA,2010,Kvinna,115
VASTRA GOTALAND,UDDEVALLA,2010,Man,272
VASTRA GOTALAND,ULRICEHAMN,2010,Kvinna,70
VASTRA GOTALAND,ULRICEHAMN,2010,Man,175
VASTRA GOTALAND,VARA,2010,Kvinna,86
VASTRA GOTALAND,VARA,2010,Man,171
VASTRA GOTALAND,VARGARDA,2010,Kvinna,30
VASTRA GOTALAND,VARGARDA,2010,Man,55
VASTRA GOTALAND,VANERSBORG,2010,Kvinna,107
VASTRA GOTALAND,VANERSBORG,2010,Man,224
VASTRA GOTALAND,AMAL,2010,Kvinna,40
VASTRA GOTALAND,AMAL,2010,Man,84
VASTRA GOTALAND,OCKERO,2010,Kvinna,14
VASTRA GOTALAND,OCKERO,2010,Man,49
OREBRO,ASKERSUND,2010,Kvinna,47
OREBRO,ASKERSUND,2010,Man,95
OREBRO,DEGERFORS,2010,Kvinna,36
OREBRO,DEGERFORS,2010,Man,70
OREBRO,HALLSBERG,2010,Kvinna,51
OREBRO,HALLSBERG,2010,Man,114
OREBRO,HALLEFORS,2010,Kvinna,22
OREBRO,HALLEFORS,2010,Man,36
OREBRO,KARLSKOGA,2010,Kvinna,80
OREBRO,KARLSKOGA,2010,Man,158
OREBRO,KUMLA,2010,Kvinna,66
OREBRO,KUMLA,2010,Man,110
OREBRO,LAXA,2010,Kvinna,12
OREBRO,LAXA,2010,Man,39
OREBRO,LEKEBERG,2010,Kvinna,26
OREBRO,LEKEBERG,2010,Man,48
OREBRO,LINDESBERG,2010,Kvinna,81
OREBRO,LINDESBERG,2010,Man,177
OREBRO,LJUSNARSBERG,2010,Kvinna,45
OREBRO,LJUSNARSBERG,2010,Man,85
OREBRO,NORA,2010,Kvinna,38
